"KODEPILKADA","KDWIL","JENISPILKADA","TAHUN PILKADA","BPSKDPROV","PROVINSI","BPSKDKAB","KAB_KOT","NCALON","NO","CALON KEPALA DAERAH","JENIS KELAMIN1","CALON WAKIL KEPALA DAERAH","JENIS KELAMIN2","SUARA FINAL","PCTSUARA","RANKING","MENANG","INCUMBENT","WAKIL INCUMBENT","PARTAI PENDUKUNG","MAJU LEWAT","KURSIPARTAI","PCTKURSI","PDIP","GOLKAR","GERINDRA","DEMOKRAT","PKB","NASDEM","PAN","PKS","PPP","HANURA","PBB","PKPI","PERINDO","BERKARYA","PSI","GARUDA","UMMAT","GELORA","BURUH","PKN","PKNU","PMB","PPDI","PARTAI ACEH (PA)","PARTAI NANGGROE ACEH (PNA)","PARTAI NASIONAL ACEH","PARTAI DARUL ACEH (PD ACEH)","PARTAI SIRA","PARTAI GENERASI ATJEH BEUSABOH THAAT DAN TAQWA","PARTAI ADIL SEJAHTERA ACEH","PARTAI DAMAI ACEH (PDA)","T1","T2","T3","T4","T5","PE2013","PE2014","PE2015","PE2016","PE2017","PE2018","PE2019","PE2020","PE2021","PE2022","INCUMBENTXT5","","","","",""
"PROV-31-2-2017","31","Gubernur","2017","31","DKI JAKARTA","","","2","2","Ir. Basuki Tjahaja Purnama, M.M.","L","Drs. H. Djarot Saiful Hidayat, M.S.","L","2350366","42.035729098127","2","0","1","1","PDIP, Golkar, Hanura, Nasdem","PARTAI","52","66.666666666667","28","9","0","0","0","5","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.07","5.91","5.91","5.87","6.2","6.07","5.91","5.91","5.87","6.2","6.11","5.82","-2.39","3.55","5.25","6.2","","","","KAB-1218-1-2020","45"
"PROV-31-2-2017","31","Gubernur","2017","31","DKI JAKARTA","","","2","3","H. Anies Rasyid Baswedan, S.E., M.P.P., Ph.D.","L","Dr. H. Sandiaga Salahuddin Uno, B.B.A., M.B.A.","L","3240987","57.964270901873","1","1","0","0","PKS, Gerindra","PARTAI","26","33.333333333333","0","0","15","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.07","5.91","5.91","5.87","6.2","6.07","5.91","5.91","5.87","6.2","6.11","5.82","-2.39","3.55","5.25","0","","","","KAB-1219-1-2018","35"
"PROV-32-1-2018","32","Gubernur","2018","32","JAWA BARAT","","","4","1","Dr. (H.C.) H. Mochamad Ridwan Kamil, S.T., M.U.D.","L","H. Uu Ruzhanul Ulum, S.E.","L","7226254","32.876504294018","1","1","0","0","PPP, PKB, Nasdem, Hanura","PARTAI","24","24","0","0","0","0","7","5","0","0","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.09","5.05","5.66","5.33","5.65","6.33","5.09","5.05","5.66","5.33","5.65","5.02","-2.52","3.74","5.45","0","","","","KAB-1220-1-2018","30"
"PROV-32-1-2018","32","Gubernur","2018","32","JAWA BARAT","","","4","2","Mayor Jenderal TNI (Purn.) Dr. H. Tubagus Hasanuddin, S.E., M.M., M.Si.","L","Irjen. Pol. (Purn.) Dr. Drs. H. Anton Charliyan, M.P.K.N.","L","2773078","12.616372296718","4","0","0","0","PDIP","PARTAI","20","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.09","5.05","5.66","5.33","5.65","6.33","5.09","5.05","5.66","5.33","5.65","5.02","-2.52","3.74","5.45","0","","","","KAB-1221-1-2018","29"
"PROV-32-1-2018","32","Gubernur","2018","32","JAWA BARAT","","","4","3","Mayor Jenderal TNI (Purn.) Sudrajat, M.P.A.","L","H. Ahmad Syaikhu","L","6317465","28.741885519082","2","0","0","0","Gerindra, PAN, PKS","PARTAI","27","27","0","0","11","0","0","0","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.09","5.05","5.66","5.33","5.65","6.33","5.09","5.05","5.66","5.33","5.65","5.02","-2.52","3.74","5.45","0","","","","KAB-1222-1-2020","32"
"PROV-32-1-2018","32","Gubernur","2018","32","JAWA BARAT","","","4","4","Dr. H. Deddy Mizwar, S.Sn., S.E., M.I.Pol.","L","H. Dedi Mulyadi, S.H., M.M.","L","5663198","25.765237890181","3","0","0","1","Demokrat, Golkar","PARTAI","29","29","0","17","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.09","5.05","5.66","5.33","5.65","6.33","5.09","5.05","5.66","5.33","5.65","5.02","-2.52","3.74","5.45","0","","","","KAB-1223-1-2020","35"
"PROV-33-1-2018","33","Gubernur","2018","33","JAWA TENGAH","","","2","1","H. Ganjar Pranowo, S.H., M.I.P.","L","K.H. Taj Yasin Maimoen","L","10362694","58.776461745365","1","1","1","0","PDIP, Demokrat, PPP, Nasdem","PARTAI","48","53.333333333333","27","0","0","9","0","4","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.27","5.47","5.25","5.26","5.3","5.11","5.27","5.47","5.25","5.26","5.3","5.36","-2.65","3.33","5.31","5.3","","","","KAB-1224-1-2020","25"
"PROV-33-1-2018","33","Gubernur","2018","33","JAWA TENGAH","","","2","2","Sudirman Said, S.E., M.B.A.","L","Dr. Hj. Ida Fauziyah, M.Si.","P","7267993","41.223538254635","2","0","0","0","PKB, Gerindra, PKS, PAN","PARTAI","42","46.666666666667","0","0","11","0","13","0","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.27","5.47","5.25","5.26","5.3","5.11","5.27","5.47","5.25","5.26","5.3","5.36","-2.65","3.33","5.31","0","","","","KAB-1225-1-2020","20"
"PROV-35-1-2018","35","Gubernur","2018","35","JAWA TIMUR","","","2","1","Dr. (H.C.) Dra. Hj. Khofifah Indar Parawansa, M.Si.","P","H. Emil Elestianto Dardak, B.Bus., M.Sc., Ph.D","L","10465218","53.554545588528","1","1","0","0","Demokrat, Nasdem, PAN, Hanura, Golkar, PPP","PARTAI","42","42","0","11","0","13","0","4","7","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.86","5.44","5.57","5.46","5.47","6.08","5.86","5.44","5.57","5.46","5.47","5.53","-2.33","3.56","5.34","0","","","","KAB-1271-1-2020","20"
"PROV-35-1-2018","35","Gubernur","2018","35","JAWA TIMUR","","","2","2","Drs. K.H. Saifullah Yusuf, S.I.P","L","Hj. Puti Guntur Soekarno, S.IP.","P","9076014","46.445454411472","2","0","0","1","PDIP, PKB, Gerindra, PKS","PARTAI","58","58","19","0","13","0","20","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.86","5.44","5.57","5.46","5.47","6.08","5.86","5.44","5.57","5.46","5.47","5.53","-2.33","3.56","5.34","0","","","","KAB-1272-1-2020","24"
"PROV-36-1-2017","36","Gubernur","2017","36","BANTEN","","","2","1","Dr. H. Wahidin Halim, MSi","L","H. Andika Hazrumy, S.Sos., M.AP","L","2411213","50.949702231531","1","1","0","0","Golkar, PKB, Hanura, Gerindra, Demokrat, PKS, PAN","PARTAI","57","67.058823529412","0","15","10","8","7","0","3","8","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.67","5.51","5.45","5.28","5.75","6.67","5.51","5.45","5.28","5.75","5.77","5.26","-3.39","4.49","5.03","0","","","","KAB-1273-1-2020","30"
"PROV-36-1-2017","36","Gubernur","2017","36","BANTEN","","","2","2","H. Rano Karno, S.IP","L","H. Embay Mulya Syarief","L","2321323","49.050297768469","2","0","1","0","PDIP, PPP, Nasdem","PARTAI","28","32.941176470588","15","0","0","0","0","5","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.67","5.51","5.45","5.28","5.75","6.67","5.51","5.45","5.28","5.75","5.77","5.26","-3.39","4.49","5.03","5.75","","","","KAB-1274-1-2017","19"
"PROV-51-1-2018","51","Gubernur","2018","51","BALI","","","2","1","Dr. Ir. Wayan Koster, M.M.","L","Dr. Ir. Tjok Oka Artha Ardhana Sukawati, M.Si.","L","1213075","57.682934657787","1","1","0","0","Hanura, PKPI, PAN, PDIP_x000D_
","PARTAI","27","49.090909090909","24","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.73","6.03","6.33","5.56","6.31","6.69","6.73","6.03","6.33","5.56","6.31","5.6","-9.34","-2.46","4.84","0","","","","KAB-1275-1-2020","50"
"PROV-51-1-2018","51","Gubernur","2018","51","BALI","","","2","2","Ida Bagus Rai Dharmawijaya Mantra, S.E., M.Si","L","Drs. I Ketut Sudikerta","L","889930","42.317065342213","2","0","0","1","Golkar, Demokrat, Gerindra, Nasdem","PARTAI","28","50.909090909091","0","11","7","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.73","6.03","6.33","5.56","6.31","6.69","6.73","6.03","6.33","5.56","6.31","5.6","-9.34","-2.46","4.84","0","","","","KAB-1276-1-2020","30"
"PROV-52-1-2018","52","Gubernur","2018","52","NUSA TENGGARA BARAT","","","4","1","H. Moh. Suhaili Fadil Thohir, SH","L","H. Muh. Amin, SH., M.Si","L","674602","26.417664146566","2","0","0","1","Golkar, PKB, NadDem","PARTAI","19","31.666666666667","0","11","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.17","21.76","5.81","0.09","-4.5","5.16","5.17","21.76","5.81","0.09","-4.5","3.9","-0.62","2.3","6.95","-0","","","","KAB-1277-1-2018","24"
"PROV-52-1-2018","52","Gubernur","2018","52","NUSA TENGGARA BARAT","","","4","2","TGH. Ahyar Abduh","L","H. Mori Hanafi, SE.","L","637048","24.947035599126","3","0","0","0","Gerindra, PDIP, Hanura, PPP, PBB","PARTAI","27","45","5","0","8","0","0","0","0","0","6","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.17","21.76","5.81","0.09","-4.5","5.16","5.17","21.76","5.81","0.09","-4.5","3.9","-0.62","2.3","6.95","-0","","","","KAB-1278-1-2020","23"
"PROV-52-1-2018","52","Gubernur","2018","52","NUSA TENGGARA BARAT","","","4","3","Dr. H. Zulkieflimansyah, SE, M.SC","L","Dr. Ir. Hj. Sitti Rohmi Djalilah, M.Pd","P","811945","31.796066889045","1","1","0","0","Demokrat, PKS","PARTAI","14","23.333333333333","0","0","0","8","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.17","21.76","5.81","0.09","-4.5","5.16","5.17","21.76","5.81","0.09","-4.5","3.9","-0.62","2.3","6.95","-0","","","","KAB-1301-1-2017","19"
"PROV-52-1-2018","52","Gubernur","2018","52","NUSA TENGGARA BARAT","","","4","4","H. Moch. Ali Bin Dachlan","L","TGH. Lalu Gede Muhamad Ali Wirasakti Amir Murni, LC, MA.","L","430007","16.839233365262","4","0","0","0","0","INDEPENDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.17","21.76","5.81","0.09","-4.5","5.16","5.17","21.76","5.81","0.09","-4.5","3.9","-0.62","2.3","6.95","-0","","","","KAB-1302-1-2020","45"
"PROV-53-1-2018","53","Gubernur","2018","53","NUSA TENGGARA TIMUR","","","4","1","Ir. Esthon Leyloh Foenay, M.Si.","L","Drs. Christian Rotok","L","469025","19.917353757512","3","0","0","0","Gerindra, PAN","PARTAI","13","20","0","0","8","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.05","4.92","5.12","5.11","5.11","5.41","5.05","4.92","5.12","5.11","5.11","5.25","-0.84","2.52","3.05","0","","","","KAB-1303-1-2020","35"
"PROV-53-1-2018","53","Gubernur","2018","53","NUSA TENGGARA TIMUR","","","4","2","Marianus Sae","L","Ir. Emelia Julia Nomleni","P","603822","25.641567892049","2","0","0","0","PDIP, PKB","PARTAI","15","23.076923076923","10","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.05","4.92","5.12","5.11","5.11","5.41","5.05","4.92","5.12","5.11","5.11","5.25","-0.84","2.52","3.05","0","","","","KAB-1304-1-2020","30"
"PROV-53-1-2018","53","Gubernur","2018","53","NUSA TENGGARA TIMUR","","","4","3","Dr. Harman Benediktus Kabur, S.H., M.H.","L","Drs. Benny Alexander Litelnoni, S.H., M.Si.","L","443796","18.84599313079","4","0","0","1","Demokrat, PKS, PKPI","PARTAI","13","20","0","0","0","8","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.05","4.92","5.12","5.11","5.11","5.41","5.05","4.92","5.12","5.11","5.11","5.25","-0.84","2.52","3.05","0","","","","KAB-1305-1-2020","35"
"PROV-53-1-2018","53","Gubernur","2018","53","NUSA TENGGARA TIMUR","","","4","4","Dr. Viktor Bungtilu Laiskodat, S.H., M.Si.","L","Drs. Josef Nae Soi, M.M.","L","838213","35.595085219648","1","1","0","0","Nasdem, Golkar, Hanura","PARTAI","24","36.923076923077","0","11","0","0","0","8","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.05","4.92","5.12","5.11","5.11","5.41","5.05","4.92","5.12","5.11","5.11","5.25","-0.84","2.52","3.05","0","","","","KAB-1306-1-2020","39"
"PROV-61-1-2018","61","Gubernur","2018","61","KALIMANTAN BARAT","","","3","1","Drs. Milton Crosby, M.Si.","L","H. Boyman Harun, S.H.","L","172151","6.6505031212563","3","0","0","0","Gerindra, PAN","PARTAI","13","21.311475409836","0","0","7","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.03","4.88","5.2","5.17","5.07","6.05","5.03","4.88","5.2","5.17","5.07","5.09","-1.82","4.8","5.07","0","","","","KAB-1307-1-2020","45"
"PROV-61-1-2018","61","Gubernur","2018","61","KALIMANTAN BARAT","","","3","2","dr. Karolin Margret Natasa","P","Suryadman Gidot, S.Pd.","L","1081878","41.79489527112","2","0","0","0","PDIP, Demokrat, PKPI","PARTAI","27","44.262295081967","15","0","0","9","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.03","4.88","5.2","5.17","5.07","6.05","5.03","4.88","5.2","5.17","5.07","5.09","-1.82","4.8","5.07","0","","","","KAB-1308-1-2020","33"
"PROV-61-1-2018","61","Gubernur","2018","61","KALIMANTAN BARAT","","","3","3","H. Sutarmidji, S.H., M.Hum.","L","Drs. H. Ria Norsan, M.M., M.H.","L","1334512","51.554601607624","1","1","0","0","Golkar, Nasdem, Hanura, PKB, PKS","PARTAI","21","34.426229508197","0","9","0","0","2","5","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.03","4.88","5.2","5.17","5.07","6.05","5.03","4.88","5.2","5.17","5.07","5.09","-1.82","4.8","5.07","0","","","","KAB-1309-1-2020","29"
"PROV-62-1-2020","62","Gubernur","2020","62","KALIMANTAN TENGAH","","","2","1","Ir. Ben Brahim S. Bahat, M.M., M.T.","L","Dr. H. Ujang Iskandar, S.E., M.Si.","L","502800","48.39603899404","2","0","0","0","Demokrat, Gerindra, Hanura","PARTAI","12","26.666666666667","0","0","5","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.35","6.73","5.61","6.12","-1.41","7.37","6.21","7.01","6.35","6.73","5.61","6.12","-1.41","3.59","6.45","-0","","","","KAB-1310-1-2020","25"
"PROV-62-1-2020","62","Gubernur","2020","62","KALIMANTAN TENGAH","","","2","2","H. Sugianto Sabran, S.I.P","L","H. Edy Pratowo, S.Sos., M.M.","L","536128","51.60396100596","1","1","1","0","PDIP, Golkar, NasDem, PKB, PKS, Perindo, PPP, PAN","PARTAI","33","73.333333333333","12","7","0","0","4","5","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.35","6.73","5.61","6.12","-1.41","7.37","6.21","7.01","6.35","6.73","5.61","6.12","-1.41","3.59","6.45","-1.41","","","","KAB-1311-1-2020","30"
"PROV-63-1-2020","63","Gubernur","2020","63","KALIMANTAN SELATAN","","","2","1","Dr. (H.C.) H. Sahbirin Noor, S.Sos., M.H.","L","H. Muhidin.","L","851822","50.239661413009","1","1","1","0","Golkar, PDIP, PAN, PKS, PKB, NasDem_x000D_
","PARTAI","40","74.074074074074","8","12","0","0","5","4","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","5.28","5.08","4.09","-1.82","5.33","4.84","3.82","4.4","5.28","5.08","4.09","-1.82","3.48","5.11","-1.82","","","","KAB-1312-1-2020","36"
"PROV-63-1-2020","63","Gubernur","2020","63","KALIMANTAN SELATAN","","","2","2","Prof. Dr. Denny Indrayana, S.H., LL.M., Ph.D.","L","Drs. H. Difriadi","L","843695","49.760338586991","2","0","0","0","Gerindra, PPP, dan Demokrat_x000D_
","PARTAI","14","25.925925925926","0","0","8","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","5.28","5.08","4.09","-1.82","5.33","4.84","3.82","4.4","5.28","5.08","4.09","-1.82","3.48","5.11","-0","","","","KAB-1371-1-2018","39"
"PROV-64-1-2018","64","Gubernur","2018","64","KALIMANTAN TIMUR","","","4","1","dr. H. Andi Sofyan Hasdam, Sp.S.","L","H.M. Rizal Effendi, SE","L","288166","21.616394992086","4","0","0","0","Golkar, NasDem","PARTAI","15","27.272727272727","0","12","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.71","-1.2","-0.38","3.13","2.64","2.76","1.71","-1.2","-0.38","3.13","2.64","4.7","-2.9","2.55","4.48","0","","","","KAB-1372-1-2020","20"
"PROV-64-1-2018","64","Gubernur","2018","64","KALIMANTAN TIMUR","","","4","2","H. Syaharie Jaang, S.H., M.Si.","L","H. Awang Ferdian Hidayat, SE, MM","L","302987","22.728172891553","3","0","0","0","Demokrat, PPP, PKB","PARTAI","13","23.636363636364","0","0","0","5","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.71","-1.2","-0.38","3.13","2.64","2.76","1.71","-1.2","-0.38","3.13","2.64","4.7","-2.9","2.55","4.48","0","","","","KAB-1373-1-2018","20"
"PROV-64-1-2018","64","Gubernur","2018","64","KALIMANTAN TIMUR","","","4","3","Dr. Ir. H. Isran Noor, M.Si.","L","H. Hadi Mulyadi, S.Si., M.Si.","L","417711","31.334043462932","1","1","0","0","Gerindra, PKS, PAN","PARTAI","15","27.272727272727","0","0","6","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.71","-1.2","-0.38","3.13","2.64","2.76","1.71","-1.2","-0.38","3.13","2.64","4.7","-2.9","2.55","4.48","0","","","","KAB-1374-1-2018","20"
"PROV-64-1-2018","64","Gubernur","2018","64","KALIMANTAN TIMUR","","","4","4","Ir. H. Rusmadi Wongso, M.S., Ph.D.","L","Irjen. Pol. (Purn.) Drs. Safaruddin, S.H.","L","324226","24.321388653429","2","0","0","0","PDIP, Hanura","PARTAI","12","21.818181818182","7","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.71","-1.2","-0.38","3.13","2.64","2.76","1.71","-1.2","-0.38","3.13","2.64","4.7","-2.9","2.55","4.48","0","","","","KAB-1375-1-2020","19"
"PROV-65-1-2020","65","Gubernur","2020","65","KALIMANTAN UTARA","","","3","1","H. Udin Hianggio, B.Sc.","L","Dr. Drs. H. Undunsyah, M.H., M.Si.","L","62143","19.54864748387","3","0","0","1","Hanura, PKB","PARTAI","7","20","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.55","6.8","5.36","6.89","-1.09","7.56","8.18","3.4","3.55","6.8","5.36","6.89","-1.09","3.99","5.32","-0","","","","KAB-1376-1-2017","20"
"PROV-65-1-2020","65","Gubernur","2020","65","KALIMANTAN UTARA","","","3","2","Dr. Ir. H. Irianto Lambrie, M.M.","L","H. Irwan Sabri, S.E.","L","109968","34.593207062843","2","0","1","0","NasDem, Golkar, PKS, PAN, Perindo, PBB","PARTAI","13","37.142857142857","0","4","0","0","0","2","2","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.55","6.8","5.36","6.89","-1.09","7.56","8.18","3.4","3.55","6.8","5.36","6.89","-1.09","3.99","5.32","-1.09","","","","KAB-1377-1-2018","20"
"PROV-65-1-2020","65","Gubernur","2020","65","KALIMANTAN UTARA","","","3","3","Brigjen. Pol. (Purn.) Drs. Zainal Arifin Paliwang, S.H., M.Hum.","L","Dr. Yansen Tipa Padan, M.Si.","L","145778","45.858145453287","1","1","0","0","Demokrat, PDIP, Gerindra, PPP","PARTAI","15","42.857142857143","5","0","5","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.55","6.8","5.36","6.89","-1.09","7.56","8.18","3.4","3.55","6.8","5.36","6.89","-1.09","3.99","5.32","-0","","","","KAB-1401-1-2020","35"
"PROV-71-1-2020","71","Gubernur","2020","71","SULAWESI UTARA","","","3","1","Dr. Christiany Eugenia Tetty Paruntu, S.E., M.A.","P","Sehan Salim Landjar, S.H.","L","491457","34.162480267095","2","0","0","0","Golkar, PAN, Demokrat_x000D_
","PARTAI","13","29.545454545455","0","7","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.16","6.31","6","5.65","-0.99","6.38","6.31","6.12","6.16","6.31","6","5.65","-0.99","4.16","5.42","-0","","","","KAB-1402-1-2020","39"
"PROV-71-1-2020","71","Gubernur","2020","71","SULAWESI UTARA","","","3","2","Vonnie Anneke Panambunan, S.Th.","P","Pdt. Dr. Hendry Corneles Mamengko Runtuwene, STh, MSi","L","125627","8.7326661508828","3","0","0","0","NasDem_x000D_
","PARTAI","9","20.454545454545","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.16","6.31","6","5.65","-0.99","6.38","6.31","6.12","6.16","6.31","6","5.65","-0.99","4.16","5.42","-0","","","","KAB-1403-1-2018","45"
"PROV-71-1-2020","71","Gubernur","2020","71","SULAWESI UTARA","","","3","3","Dr. (H.C.) Olly Dondokambey, S.E.","L","Drs. Steven Octavianus Estefanus Kandouw","L","821503","57.104853582022","1","1","1","1","PDIP, Gerindra, PKB, PSI","PARTAI","22","50","18","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.16","6.31","6","5.65","-0.99","6.38","6.31","6.12","6.16","6.31","6","5.65","-0.99","4.16","5.42","-0.99","","","","KAB-1404-1-2020","33"
"PROV-72-1-2020","72","Gubernur","2020","72","SULAWESI TENGAH","","","2","1","Dr. H. Mohammad Hidayat Lamakarate, S.I.P., M.Si.","L","Dr. Ir. Bartholomeus Tandigala, S.H.,CES","L","604033","40.393629122483","2","0","0","0","Gerindra, PDIP","PARTAI","12","26.666666666667","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.94","7.1","20.6","8.83","4.86","9.59","5.07","15.5","9.94","7.1","20.6","8.83","4.86","11.68","15.22","0","","","","KAB-1405-1-2020","40"
"PROV-72-1-2020","72","Gubernur","2020","72","SULAWESI TENGAH","","","2","2","H. Rusdy Mastura","L","Drs. Ma'mun Amir","L","891334","59.606370877517","1","1","0","0","NasDem, Golkar, PKB, PKS, Demokrat, Perindo, PAN, Hanura, PPP","PARTAI","33","73.333333333333","0","7","0","4","4","7","2","4","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.94","7.1","20.6","8.83","4.86","9.59","5.07","15.5","9.94","7.1","20.6","8.83","4.86","11.68","15.22","0","","","","KAB-1406-1-2017","44"
"PROV-73-1-2018","73","Gubernur","2018","73","SULAWESI SELATAN","","","4","1","Prof. Dr. (H.C.) Drs. H. A. M. Nurdin Halid","L","Dr. Ir. H. Abdul Aziz Qahhar Mudzakkar, M.Si.","L","1162751","27.31745950077","2","0","0","0","Golkar, NasDem, Hanura, PKB, PKPI","PARTAI","35","47.297297297297","0","18","0","0","3","7","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.54","7.19","7.42","7.21","7.04","7.62","7.54","7.19","7.42","7.21","7.04","6.91","-0.71","4.64","5.1","0","","","","KAB-1407-1-2020","41"
"PROV-73-1-2018","73","Gubernur","2018","73","SULAWESI SELATAN","","","4","2","Ir. H. Agus Arifin Nu'mang, M.S.","L","Mayor Jenderal TNI (Purn.) Drs. Achmad Tanribali Lamo, S.H.","L","419055","9.8452015875242","4","0","0","1","Gerindra, PPP, PBB","PARTAI","19","25.675675675676","0","0","11","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.54","7.19","7.42","7.21","7.04","7.62","7.54","7.19","7.42","7.21","7.04","6.91","-0.71","4.64","5.1","0","","","","KAB-1408-1-2020","45"
"PROV-73-1-2018","73","Gubernur","2018","73","SULAWESI SELATAN","","","4","3","Prof. Dr. Ir. H. M. Nurdin Abdullah, M.Agr.","L","H. Andi Sudirman Sulaiman, S.T.","L","1867303","43.870075431599","1","1","0","0","PAN, PDIP, PKS","PARTAI","20","27.027027027027","5","0","0","0","0","0","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.54","7.19","7.42","7.21","7.04","7.62","7.54","7.19","7.42","7.21","7.04","6.91","-0.71","4.64","5.1","0","","","","KAB-1409-1-2020","44"
"PROV-73-1-2018","73","Gubernur","2018","73","SULAWESI SELATAN","","","4","4","Dr. H. Ichsan Yasin Limpo, S.H., M.H.","L","Ir. H. Andi Muzakkar, MH","L","807330","18.967263480106","3","0","0","0","Independen","PARTAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.54","7.19","7.42","7.21","7.04","7.62","7.54","7.19","7.42","7.21","7.04","6.91","-0.71","4.64","5.1","0","","","","KAB-1410-1-2020","29"
"PROV-74-1-2018","74","Gubernur","2018","74","SULAWESI TENGGARA","","","3","1","H. Ali Mazi, S.H.","L","Dr. H. Lukman Abunawas, S.H., M.Si.","L","495880","43.682978631564","1","1","0","0","Golkar, NasDem","PARTAI","10","22.222222222222","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.26","6.88","6.51","6.76","6.4","7.5","6.26","6.88","6.51","6.76","6.4","6.5","-0.65","4.1","5.53","0","","","","KAB-1471-1-2017","45"
